"rt","button_pressed","isTarget","time_elapsed","correct","time_onset"
"null","null","false","131408","false","129408"
"1028","0","false","132946","true","131918"
"1261","0","false","134712","true","133451"
"1103","0","false","136322","true","135219"
"869","0","false","137698","true","136829"
"970","0","false","139172","true","138202"
"1816","0","false","141493","true","139677"
"915","0","false","142913","true","141998"
"1097","0","false","144517","true","143420"
"null","null","true","147022","true","145022"
"1515","0","false","197452","true","195937"
"738","0","false","198698","true","197960"
"706","0","false","199911","true","199205"
"908","0","false","201326","true","200418"
"null","null","true","203833","true","201833"
"951","0","false","205295","true","204344"
"739","0","false","206539","true","205800"
"887","0","false","207934","true","207047"
"819","0","false","209260","true","208441"
"807","0","false","210577","true","209770"
"null","null","true","213089","true","211089"
"835","0","false","214434","true","213599"
"737","0","false","215680","true","214943"
"723","0","false","216910","true","216187"
"816","0","false","218233","true","217417"
"758","0","false","219499","true","218741"
"674","0","false","220680","true","220006"
"735","0","false","221921","true","221186"
"756","0","false","223182","true","222426"
"null","null","false","225700","false","223700"
"1450","0","false","242299","true","240849"
"711","0","false","243515","true","242804"
"839","0","false","244860","true","244021"
"743","0","false","246109","true","245366"
"719","0","false","247335","true","246616"
"795","0","false","248637","true","247842"
"818","0","false","249962","true","249144"
"null","null","true","252471","true","250471"
"768","0","false","253752","true","252984"
"788","0","false","255046","true","254258"
"848","0","false","256404","true","255556"
"728","0","false","257639","true","256911"
"789","0","false","258938","true","258149"
"null","null","true","261451","true","259451"
"1223","0","false","263186","true","261963"
"783","0","false","264477","true","263694"
"713","0","false","265703","true","264990"
"696","0","false","266906","true","266210"
"661","0","false","268075","true","267414"
"724","0","false","269305","true","268581"
"null","null","true","271811","true","269811"
"855","0","false","273175","true","272320"
"745","0","false","274427","true","273682"
"768","0","false","275702","true","274934"
"1046","0","false","277254","true","276208"
"728","0","false","278489","true","277761"
"804","0","false","279797","true","278993"
"null","null","true","282304","true","280304"
"975","0","false","283787","true","282812"
"709","0","false","285006","true","284297"
"998","0","false","286511","true","285513"
"700","0","false","287714","true","287014"
"672","0","false","288890","true","288218"
"701","0","false","290097","true","289396"
"773","0","false","291379","true","290606"
"715","0","false","292604","true","291889"
"666","0","false","293776","true","293110"
"975","0","false","295258","true","294283"
"838","0","false","296602","true","295764"
"964","0","false","298072","true","297108"
"908","0","false","299487","true","298579"
"808","0","false","300803","true","299995"
"null","null","true","303311","true","301311"
"1199","0","false","305017","true","303818"
"866","0","false","306389","true","305523"
"789","0","false","307685","true","306896"
"765","0","false","308956","true","308191"
"1130","0","false","310592","true","309462"
"818","0","false","311914","true","311096"
"956","0","false","313375","true","312419"
"855","0","false","314738","true","313883"
"824","0","false","316069","true","315245"
"759","0","false","317332","true","316573"
"751","0","false","318586","true","317835"
"678","0","false","319769","true","319091"
"668","0","false","320942","true","320274"
"null","null","true","323447","true","321447"
"711","0","false","324667","true","323956"
"638","0","false","325810","true","325172"
"694","0","false","327010","true","326316"
"633","0","false","328150","true","327517"
"802","0","false","329458","true","328656"
"752","0","false","330717","true","329965"
"859","0","false","332082","true","331223"
"765","0","false","333353","true","332588"
"752","0","false","334614","true","333862"
"803","0","false","335925","true","335122"
"741","0","false","337172","true","336431"
"854","0","false","338534","true","337680"
"834","0","false","339875","true","339041"
"824","0","false","341206","true","340382"
"700","0","false","342413","true","341713"
"675","0","false","343594","true","342919"
"723","0","false","344824","true","344101"
"683","0","false","346015","true","345332"
"null","null","true","348521","true","346521"
"886","0","false","349915","true","349029"
"708","0","false","351129","true","350421"
"null","null","true","353637","true","351637"
"742","0","false","354886","true","354144"
"789","0","false","356182","true","355393"
"779","0","false","357468","true","356689"
"804","0","false","358779","true","357975"
"773","0","false","360057","true","359284"
"null","null","true","362567","true","360567"
"null","null","false","365075","false","363075"
"1515","0","false","367095","true","365580"
"null","null","true","369599","true","367599"
"1119","0","false","371226","true","370107"
"816","0","false","372549","true","371733"
"864","0","false","373917","true","373053"
"781","0","false","375204","true","374423"
"1287","0","false","376999","true","375712"
"1575","0","false","379080","true","377505"
"1156","0","false","380742","true","379586"
