"rt","button_pressed","isTarget","time_elapsed","correct","time_onset"
"1548","0","false","53468","true","51920"
"793","0","false","54770","true","53977"
"711","0","false","55989","true","55278"
"615","0","false","57114","true","56499"
"830","0","false","58451","true","57621"
"657","0","false","59614","true","58957"
"1339","0","false","61460","true","60121"
"523","0","false","62488","true","61965"
"null","null","true","64994","true","62994"
"737","0","false","66241","true","65504"
"1046","0","false","78834","true","77788"
"540","0","false","79879","true","79339"
"508","0","false","80892","true","80384"
"512","0","false","81910","true","81398"
"515","0","false","82929","true","82414"
"509","0","false","83943","true","83434"
"512","0","false","84959","true","84447"
"473","0","false","85937","true","85464"
"484","0","false","86926","true","86442"
"457","0","false","87888","true","87431"
"441","0","false","88836","true","88395"
"398","0","false","89740","true","89342"
"448","0","false","90694","true","90246"
"403","0","false","91605","true","91202"
"378","0","true","92488","false","92110"
"670","0","false","93662","true","92992"
"null","null","true","96170","true","94170"
"1025","0","false","97710","true","96685"
"535","0","false","98752","true","98217"
"508","0","false","99768","true","99260"
"621","0","false","107220","true","106599"
"null","null","true","109728","true","107728"
"826","0","false","111065","true","110239"
"566","0","false","112137","true","111571"
"603","0","false","113245","true","112642"
"526","0","false","114279","true","113753"
"499","0","false","115282","true","114783"
"664","0","false","116452","true","115788"
"529","0","false","117488","true","116959"
"519","0","false","118514","true","117995"
"562","0","false","119583","true","119021"
"585","0","false","120678","true","120093"
"531","0","false","121718","true","121187"
"521","0","false","122747","true","122226"
"473","0","false","123726","true","123253"
"483","0","false","124713","true","124230"
"535","0","false","125752","true","125217"
"null","null","true","128258","true","126258"
"684","0","false","129452","true","128768"
"724","0","false","130683","true","129959"
"562","0","false","131753","true","131191"
"null","null","true","134259","true","132259"
"672","0","false","135442","true","134770"
"532","0","false","136484","true","135952"
"563","0","false","137554","true","136991"
"515","0","false","138575","true","138060"
"552","0","false","139635","true","139083"
"533","0","false","140676","true","140143"
"554","0","false","141737","true","141183"
"504","0","false","142748","true","142244"
"489","0","false","143744","true","143255"
"641","0","false","144891","true","144250"
"529","0","false","145925","true","145396"
"576","0","false","147006","true","146430"
"null","null","true","149512","true","147512"
"596","0","false","150617","true","150021"
"541","0","false","151663","true","151122"
"574","0","false","152742","true","152168"
"690","0","false","153938","true","153248"
"556","0","false","154999","true","154443"
"469","0","false","155972","true","155503"
"506","0","false","156984","true","156478"
