"rt","button_pressed","isTarget","time_elapsed","correct","time_onset"
"null","null","false","80083","false","78083"
"996","0","false","81591","true","80595"
"540","0","true","82638","false","82098"
"974","0","false","84120","true","83146"
"672","0","false","85300","true","84628"
"560","0","false","86370","true","85810"
"576","0","false","87451","true","86875"
"565","0","false","88520","true","87955"
"527","0","false","89553","true","89026"
"474","0","false","90533","true","90059"
"1076","0","false","113641","true","112565"
"723","0","false","114872","true","114149"
"568","0","false","115947","true","115379"
"519","0","false","116973","true","116454"
"649","0","false","118129","true","117480"
"510","0","false","119145","true","118635"
"481","0","false","120133","true","119652"
"564","0","false","121203","true","120639"
"474","0","false","122182","true","121708"
"439","0","false","123123","true","122684"
"null","null","true","125629","true","123629"
"521","0","false","126663","true","126142"
"531","0","false","127701","true","127170"
"439","0","false","128646","true","128207"
"531","0","false","129684","true","129153"
"452","0","false","130638","true","130186"
"464","0","false","131607","true","131143"
"625","0","false","132737","true","132112"
"null","null","true","135243","true","133243"
"484","0","false","136251","true","135767"
"426","0","false","137183","true","136757"
"384","0","false","138072","true","137688"
"414","0","false","138991","true","138577"
"441","0","false","139936","true","139495"
"408","0","false","140850","true","140442"
"441","0","false","141794","true","141353"
"606","0","false","142902","true","142296"
"null","null","true","145407","true","143407"
"665","0","false","146583","true","145918"
"400","0","false","147488","true","147088"
"443","0","false","148439","true","147996"
"449","0","false","149393","true","148944"
"503","0","false","150400","true","149897"
"540","0","false","151448","true","150908"
"514","0","false","152469","true","151955"
"458","0","false","153432","true","152974"
"null","null","true","155937","true","153937"
"511","0","false","156960","true","156449"
"322","0","false","157792","true","157470"
"438","0","false","158738","true","158300"
"422","0","false","159667","true","159245"
"398","0","false","160573","true","160175"
"357","0","true","161437","false","161080"
"465","0","false","162408","true","161943"
"426","0","false","163341","true","162915"
"462","0","false","164310","true","163848"
"402","0","false","165218","true","164816"
"630","0","false","166353","true","165723"
"null","null","true","168859","true","166859"
"493","0","false","169864","true","169371"
"387","0","false","170754","true","170367"
"409","0","false","171668","true","171259"
"414","0","false","172589","true","172175"
"706","0","false","173802","true","173096"
"422","0","false","174730","true","174308"
"468","0","false","175702","true","175234"
"450","0","false","176655","true","176205"
"511","0","false","177670","true","177159"
"493","0","false","178670","true","178177"
"573","0","false","179751","true","179178"
"863","0","false","189031","true","188168"
"490","0","false","190027","true","189537"
"420","0","true","190952","false","190532"
"457","0","false","191913","true","191456"
"371","0","false","192791","true","192420"
"404","0","false","193700","true","193296"
"482","0","false","194689","true","194207"
"564","0","false","195759","true","195195"
"399","0","false","196669","true","196270"
"461","0","false","197636","true","197175"
"467","0","false","198606","true","198139"
"487","0","false","199598","true","199111"
"447","0","false","200551","true","200104"
"null","null","true","203057","true","201057"
"544","0","false","204111","true","203567"
"464","0","false","205083","true","204619"
"1046","0","false","206635","true","205589"
"775","0","false","207919","true","207144"
"486","0","false","208918","true","208432"
"609","0","false","210034","true","209425"
"743","0","false","219133","true","218390"
"481","0","false","220121","true","219640"
"null","null","true","222628","true","220628"
"587","0","false","223731","true","223144"
"501","0","false","224740","true","224239"
"475","0","false","225723","true","225248"
"406","0","false","226635","true","226229"
"683","0","false","227824","true","227141"
"null","null","true","230333","true","228333"
"716","0","false","231558","true","230842"
"529","0","false","232595","true","232066"
"544","0","false","233646","true","233102"
"526","0","false","234677","true","234151"
"463","0","false","235644","true","235181"
"519","0","false","236667","true","236148"
"493","0","false","237663","true","237170"
"458","0","false","238624","true","238166"
"419","0","false","239547","true","239128"
"480","0","false","240532","true","240052"
"476","0","false","241513","true","241037"
"547","0","false","242566","true","242019"
"496","0","false","243567","true","243071"
"410","0","false","244481","true","244071"
"414","0","false","245401","true","244987"
"437","0","false","246343","true","245906"
"402","0","false","247250","true","246848"
"442","0","false","248197","true","247755"
"null","null","true","250704","true","248704"
"451","0","false","251666","true","251215"
"469","0","false","252640","true","252171"
"465","0","false","253610","true","253145"
"453","0","false","254568","true","254115"
"467","0","false","255540","true","255073"
"406","0","false","256453","true","256047"
"507","0","false","257465","true","256958"
"407","0","false","258376","true","257969"
"null","null","true","260884","true","258884"
"442","0","false","261835","true","261393"
"368","0","false","262709","true","262341"
"515","0","false","263729","true","263214"
"385","0","false","264618","true","264233"
"403","0","false","265527","true","265124"
"485","0","false","266517","true","266032"
"null","null","true","269023","true","267023"
"56","0","false","269588","true","269532"
"null","null","true","272094","true","270094"
"532","0","false","273138","true","272606"
"525","0","false","274171","true","273646"
"469","0","false","275145","true","274676"
"590","0","false","276242","true","275652"
"532","0","false","277278","true","276746"
"445","0","false","278228","true","277783"
"409","0","false","279141","true","278732"
"386","0","false","280031","true","279645"
"390","0","false","280927","true","280537"
"562","0","false","281994","true","281432"
"541","0","false","283042","true","282501"
"495","0","false","284043","true","283548"
"537","0","false","285087","true","284550"
"427","0","false","286019","true","285592"
"571","0","false","287097","true","286526"
"659","0","false","288261","true","287602"
"464","0","false","289233","true","288769"
"440","0","false","290180","true","289740"
"511","0","false","291199","true","290688"
"null","null","true","293709","true","291709"
"427","0","false","294645","true","294218"
"432","0","false","295585","true","295153"
"393","0","false","296486","true","296093"
"399","0","false","297392","true","296993"
"null","null","true","299903","true","297903"
"482","0","false","300898","true","300416"
"395","0","false","301799","true","301404"
"377","0","false","302684","true","302307"
"419","0","false","303610","true","303191"
"419","0","false","304533","true","304114"
"360","0","false","305399","true","305039"
"367","0","false","306271","true","305904"
"571","0","false","307349","true","306778"
"499","0","false","308356","true","307857"
"406","0","false","309267","true","308861"
"464","0","false","310235","true","309771"
"null","null","true","312741","true","310741"
"466","0","false","313717","true","313251"
"414","0","false","314640","true","314226"
"null","null","true","317148","true","315148"
"406","0","false","318063","true","317657"
"528","0","false","319098","true","318570"
"513","0","false","320115","true","319602"
"470","0","false","321092","true","320622"
"548","0","false","322144","true","321596"
"382","0","false","323031","true","322649"
"390","0","false","323926","true","323536"
"457","0","false","324888","true","324431"
"501","0","false","325895","true","325394"
"446","0","false","326846","true","326400"
"529","0","false","327883","true","327354"
"390","0","false","328779","true","328389"
"545","0","false","329830","true","329285"
"439","0","false","330774","true","330335"
"507","0","false","331785","true","331278"
"null","null","true","334292","true","332292"
"675","0","false","335478","true","334803"
"481","0","false","336465","true","335984"
"348","0","false","337321","true","336973"
